,sentence,label,tones
105,i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.547294,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
106,i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.909883,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
107,i am feeling so festive today that i m even going to put the tree up as soon as i ve finished doing this and catching up with the week s goings ons on coronation street,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.501933,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
108,finding out that i am not ill not seriously,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.724236,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
109,i did alright in class but a combination of feeling unsuccessful being man handled the stress of late and my horrible week resulted in my almost crying after i finished grappling,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.722193,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
110,i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.620886,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.620279,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.813249,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
111,i am feeling all useful,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.961633,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
112,i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.849239,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.849846,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.877865,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
113,i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
114,im not feeling homesick yet so im feeling alright about this,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
115,i dance i should feel pretty,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.795323,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.984352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
116,i workout every morning before and feel fabulous for it,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.820084,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.618451,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
117,i feel all of this just from her eyes not from her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.801098,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
118,i was feeling fabulous until friday morning when i started to get these awful cramps at work,joy,"{  ""document_tone"": {    ""tones"": []  }}"
119,i feel honoured to have been able to call them friends to share their brotherhood,joy,"{  ""document_tone"": {    ""tones"": []  }}"
120,i had begun to feel apprehensive when thick black rain clouds stormed into the sky above town,fear,"{  ""document_tone"": {    ""tones"": []  }}"
121,i had stated to her the reason i feel so fearful is because i feel unsafe,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.682801,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
122,i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,fear,"{  ""document_tone"": {    ""tones"": []  }}"
123,i get into groups i feel really awkward and overcompensate by being too talkative or by getting really quiet,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.705784,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.704683,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
124,i am very excited to finally meet that companion that companion who will be with me at all times especially when i am lonely very lonely that companion who will never disappoint me that companion who will put his arms around me and make me feel loved,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.677922,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.551946,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
125,i feel they are pretty safe on my blog img src http s,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.564434,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.589295,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.867767,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
126,i feel pretty eager to get it done as i have a fun plan for quilting it,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.767972,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.798791,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.664451,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
127,i am feeling horny so i ask her that lets go home,love,"{  ""document_tone"": {    ""tones"": []  }}"
128,i think if a poem doesn t put pressure on me i don t feel uncomfortable in the sense of feeling more than i can feel understanding more than i can understand loving more than i am able to be in love,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.50821,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.670204,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
129,i too feel as if i am a stranger in a strange land and i am raising my son in a place that is not his father s ancestral home,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.538641,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
130,i left to the shower questioning what i feel she was gorgeous such a fantastic body so confident in her movement effortlessly graceful,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.858596,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
131,i feel energetic and bouncy i m more than happy to go to the gym run around outside with my kids or take the pram for a long walk often i do all three in one day,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.619752,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.539235,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
132,i was still feeling strong,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.547592,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
133,i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.815493,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.789401,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
134,i wanted to get a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter,anger,"{  ""document_tone"": {    ""tones"": []  }}"
135,i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.819602,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
136,i clench to the corners of the bed to feel assured,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.579436,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
137,i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.810993,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.523822,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
138,i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.532986,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.801827,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
139,i don t know why perhaps because other girls in the office had nice short hair or perhaps i was just feeling rebellious,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.700573,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.952181,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.636458,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
